unicode,name,image_path
U+1F1E9 U+1F1FF,flag: Algeria,data\emoji_images\U+1F1E9 U+1F1FF.png
U+1F1EA U+1F1E6,flag: Ceuta & Melilla,data\emoji_images\U+1F1EA U+1F1E6.png
U+1F1EA U+1F1E8,flag: Ecuador,data\emoji_images\U+1F1EA U+1F1E8.png
U+1F1EA U+1F1EA,flag: Estonia,data\emoji_images\U+1F1EA U+1F1EA.png
U+1F1EA U+1F1EC,flag: Egypt,data\emoji_images\U+1F1EA U+1F1EC.png
U+1F1EA U+1F1ED,flag: Western Sahara,data\emoji_images\U+1F1EA U+1F1ED.png
U+1F1EA U+1F1F7,flag: Eritrea,data\emoji_images\U+1F1EA U+1F1F7.png
U+1F1EA U+1F1F8,flag: Spain,data\emoji_images\U+1F1EA U+1F1F8.png
U+1F1EA U+1F1F9,flag: Ethiopia,data\emoji_images\U+1F1EA U+1F1F9.png
U+1F1EA U+1F1FA,flag: European Union,data\emoji_images\U+1F1EA U+1F1FA.png
U+1F1EB U+1F1EE,flag: Finland,data\emoji_images\U+1F1EB U+1F1EE.png
U+1F1EB U+1F1EF,flag: Fiji,data\emoji_images\U+1F1EB U+1F1EF.png
U+1F1EB U+1F1F0,flag: Falkland Islands,data\emoji_images\U+1F1EB U+1F1F0.png
U+1F1EB U+1F1F2,flag: Micronesia,data\emoji_images\U+1F1EB U+1F1F2.png
U+1F1EB U+1F1F4,flag: Faroe Islands,data\emoji_images\U+1F1EB U+1F1F4.png
U+1F1EB U+1F1F7,flag: France,data\emoji_images\U+1F1EB U+1F1F7.png
U+1F1EC U+1F1E6,flag: Gabon,data\emoji_images\U+1F1EC U+1F1E6.png
U+1F1EC U+1F1E7,flag: United Kingdom,data\emoji_images\U+1F1EC U+1F1E7.png
U+1F1EC U+1F1E9,flag: Grenada,data\emoji_images\U+1F1EC U+1F1E9.png
U+1F1EC U+1F1EA,flag: Georgia,data\emoji_images\U+1F1EC U+1F1EA.png
U+1F1EC U+1F1EB,flag: French Guiana,data\emoji_images\U+1F1EC U+1F1EB.png
U+1F1EC U+1F1EC,flag: Guernsey,data\emoji_images\U+1F1EC U+1F1EC.png
U+1F1EC U+1F1ED,flag: Ghana,data\emoji_images\U+1F1EC U+1F1ED.png
U+1F1EC U+1F1EE,flag: Gibraltar,data\emoji_images\U+1F1EC U+1F1EE.png
U+1F1EC U+1F1F1,flag: Greenland,data\emoji_images\U+1F1EC U+1F1F1.png
U+1F1EC U+1F1F2,flag: Gambia,data\emoji_images\U+1F1EC U+1F1F2.png
U+1F1EC U+1F1F3,flag: Guinea,data\emoji_images\U+1F1EC U+1F1F3.png
U+1F1EC U+1F1F5,flag: Guadeloupe,data\emoji_images\U+1F1EC U+1F1F5.png
U+1F1EC U+1F1F6,flag: Equatorial Guinea,data\emoji_images\U+1F1EC U+1F1F6.png
U+1F1EC U+1F1F7,flag: Greece,data\emoji_images\U+1F1EC U+1F1F7.png
U+1F1EC U+1F1F8,flag: South Georgia & South Sandwich Islands,data\emoji_images\U+1F1EC U+1F1F8.png
U+1F1EC U+1F1F9,flag: Guatemala,data\emoji_images\U+1F1EC U+1F1F9.png
U+1F1EC U+1F1FA,flag: Guam,data\emoji_images\U+1F1EC U+1F1FA.png
U+1F1EC U+1F1FC,flag: Guinea-Bissau,data\emoji_images\U+1F1EC U+1F1FC.png
U+1F1EC U+1F1FE,flag: Guyana,data\emoji_images\U+1F1EC U+1F1FE.png
U+1F1ED U+1F1F0,flag: Hong Kong SAR China,data\emoji_images\U+1F1ED U+1F1F0.png
U+1F1ED U+1F1F2,flag: Heard & McDonald Islands,data\emoji_images\U+1F1ED U+1F1F2.png
U+1F1ED U+1F1F3,flag: Honduras,data\emoji_images\U+1F1ED U+1F1F3.png
U+1F1ED U+1F1F7,flag: Croatia,data\emoji_images\U+1F1ED U+1F1F7.png
U+1F1ED U+1F1F9,flag: Haiti,data\emoji_images\U+1F1ED U+1F1F9.png
U+1F1ED U+1F1FA,flag: Hungary,data\emoji_images\U+1F1ED U+1F1FA.png
U+1F1EE U+1F1E8,flag: Canary Islands,data\emoji_images\U+1F1EE U+1F1E8.png
U+1F1EE U+1F1E9,flag: Indonesia,data\emoji_images\U+1F1EE U+1F1E9.png
U+1F1EE U+1F1EA,flag: Ireland,data\emoji_images\U+1F1EE U+1F1EA.png
U+1F1EE U+1F1F1,flag: Israel,data\emoji_images\U+1F1EE U+1F1F1.png
U+1F1EE U+1F1F2,flag: Isle of Man,data\emoji_images\U+1F1EE U+1F1F2.png
U+1F1EE U+1F1F3,flag: India,data\emoji_images\U+1F1EE U+1F1F3.png
U+1F1EE U+1F1F4,flag: British Indian Ocean Territory,data\emoji_images\U+1F1EE U+1F1F4.png
U+1F1EE U+1F1F6,flag: Iraq,data\emoji_images\U+1F1EE U+1F1F6.png
U+1F1EE U+1F1F7,flag: Iran,data\emoji_images\U+1F1EE U+1F1F7.png
U+1F1EE U+1F1F8,flag: Iceland,data\emoji_images\U+1F1EE U+1F1F8.png
U+1F1EE U+1F1F9,flag: Italy,data\emoji_images\U+1F1EE U+1F1F9.png
U+1F1EF U+1F1EA,flag: Jersey,data\emoji_images\U+1F1EF U+1F1EA.png
U+1F1EF U+1F1F2,flag: Jamaica,data\emoji_images\U+1F1EF U+1F1F2.png
U+1F1EF U+1F1F4,flag: Jordan,data\emoji_images\U+1F1EF U+1F1F4.png
U+1F1EF U+1F1F5,flag: Japan,data\emoji_images\U+1F1EF U+1F1F5.png
U+1F1F0 U+1F1EA,flag: Kenya,data\emoji_images\U+1F1F0 U+1F1EA.png
U+1F1F0 U+1F1EC,flag: Kyrgyzstan,data\emoji_images\U+1F1F0 U+1F1EC.png
U+1F1F0 U+1F1ED,flag: Cambodia,data\emoji_images\U+1F1F0 U+1F1ED.png
U+1F1F0 U+1F1EE,flag: Kiribati,data\emoji_images\U+1F1F0 U+1F1EE.png
U+1F1F0 U+1F1F2,flag: Comoros,data\emoji_images\U+1F1F0 U+1F1F2.png
U+1F1F0 U+1F1F3,flag: St. Kitts & Nevis,data\emoji_images\U+1F1F0 U+1F1F3.png
U+1F1F0 U+1F1F5,flag: North Korea,data\emoji_images\U+1F1F0 U+1F1F5.png
U+1F1F0 U+1F1F7,flag: South Korea,data\emoji_images\U+1F1F0 U+1F1F7.png
U+1F1F0 U+1F1FC,flag: Kuwait,data\emoji_images\U+1F1F0 U+1F1FC.png
U+1F1F0 U+1F1FE,flag: Cayman Islands,data\emoji_images\U+1F1F0 U+1F1FE.png
U+1F1F0 U+1F1FF,flag: Kazakhstan,data\emoji_images\U+1F1F0 U+1F1FF.png
U+1F1F1 U+1F1E6,flag: Laos,data\emoji_images\U+1F1F1 U+1F1E6.png
U+1F1F1 U+1F1E7,flag: Lebanon,data\emoji_images\U+1F1F1 U+1F1E7.png
U+1F1F1 U+1F1E8,flag: St. Lucia,data\emoji_images\U+1F1F1 U+1F1E8.png
U+1F1F1 U+1F1EE,flag: Liechtenstein,data\emoji_images\U+1F1F1 U+1F1EE.png
U+1F1F1 U+1F1F0,flag: Sri Lanka,data\emoji_images\U+1F1F1 U+1F1F0.png
U+1F1F1 U+1F1F7,flag: Liberia,data\emoji_images\U+1F1F1 U+1F1F7.png
U+1F1F1 U+1F1F8,flag: Lesotho,data\emoji_images\U+1F1F1 U+1F1F8.png
U+1F1F1 U+1F1F9,flag: Lithuania,data\emoji_images\U+1F1F1 U+1F1F9.png
U+1F1F1 U+1F1FA,flag: Luxembourg,data\emoji_images\U+1F1F1 U+1F1FA.png
U+1F1F1 U+1F1FB,flag: Latvia,data\emoji_images\U+1F1F1 U+1F1FB.png
U+1F1F1 U+1F1FE,flag: Libya,data\emoji_images\U+1F1F1 U+1F1FE.png
U+1F1F2 U+1F1E6,flag: Morocco,data\emoji_images\U+1F1F2 U+1F1E6.png
U+1F1F2 U+1F1E8,flag: Monaco,data\emoji_images\U+1F1F2 U+1F1E8.png
U+1F1F2 U+1F1E9,flag: Moldova,data\emoji_images\U+1F1F2 U+1F1E9.png
U+1F1F2 U+1F1EA,flag: Montenegro,data\emoji_images\U+1F1F2 U+1F1EA.png
U+1F1F2 U+1F1EB,flag: St. Martin,data\emoji_images\U+1F1F2 U+1F1EB.png
U+1F1F2 U+1F1EC,flag: Madagascar,data\emoji_images\U+1F1F2 U+1F1EC.png
U+1F1F2 U+1F1ED,flag: Marshall Islands,data\emoji_images\U+1F1F2 U+1F1ED.png
U+1F1F2 U+1F1F0,flag: North Macedonia,data\emoji_images\U+1F1F2 U+1F1F0.png
U+1F1F2 U+1F1F1,flag: Mali,data\emoji_images\U+1F1F2 U+1F1F1.png
U+1F1F2 U+1F1F2,flag: Myanmar (Burma),data\emoji_images\U+1F1F2 U+1F1F2.png
U+1F1F2 U+1F1F3,flag: Mongolia,data\emoji_images\U+1F1F2 U+1F1F3.png
U+1F1F2 U+1F1F4,flag: Macao SAR China,data\emoji_images\U+1F1F2 U+1F1F4.png
U+1F1F2 U+1F1F5,flag: Northern Mariana Islands,data\emoji_images\U+1F1F2 U+1F1F5.png
U+1F1F2 U+1F1F6,flag: Martinique,data\emoji_images\U+1F1F2 U+1F1F6.png
U+1F1F2 U+1F1F7,flag: Mauritania,data\emoji_images\U+1F1F2 U+1F1F7.png
U+1F1F2 U+1F1F8,flag: Montserrat,data\emoji_images\U+1F1F2 U+1F1F8.png
U+1F1F2 U+1F1F9,flag: Malta,data\emoji_images\U+1F1F2 U+1F1F9.png
U+1F1F2 U+1F1FA,flag: Mauritius,data\emoji_images\U+1F1F2 U+1F1FA.png
U+1F1F2 U+1F1FB,flag: Maldives,data\emoji_images\U+1F1F2 U+1F1FB.png
U+1F1F2 U+1F1FC,flag: Malawi,data\emoji_images\U+1F1F2 U+1F1FC.png
U+1F1F2 U+1F1FD,flag: Mexico,data\emoji_images\U+1F1F2 U+1F1FD.png
U+1F1F2 U+1F1FE,flag: Malaysia,data\emoji_images\U+1F1F2 U+1F1FE.png
U+1F1F2 U+1F1FF,flag: Mozambique,data\emoji_images\U+1F1F2 U+1F1FF.png
U+1F1F3 U+1F1E6,flag: Namibia,data\emoji_images\U+1F1F3 U+1F1E6.png
U+1F1F3 U+1F1E8,flag: New Caledonia,data\emoji_images\U+1F1F3 U+1F1E8.png
U+1F1F3 U+1F1EA,flag: Niger,data\emoji_images\U+1F1F3 U+1F1EA.png
U+1F1F3 U+1F1EB,flag: Norfolk Island,data\emoji_images\U+1F1F3 U+1F1EB.png
U+1F1F3 U+1F1EC,flag: Nigeria,data\emoji_images\U+1F1F3 U+1F1EC.png
U+1F1F3 U+1F1EE,flag: Nicaragua,data\emoji_images\U+1F1F3 U+1F1EE.png
U+1F1F3 U+1F1F1,flag: Netherlands,data\emoji_images\U+1F1F3 U+1F1F1.png
U+1F1F3 U+1F1F4,flag: Norway,data\emoji_images\U+1F1F3 U+1F1F4.png
U+1F1F3 U+1F1F5,flag: Nepal,data\emoji_images\U+1F1F3 U+1F1F5.png
U+1F1F3 U+1F1F7,flag: Nauru,data\emoji_images\U+1F1F3 U+1F1F7.png
U+1F1F3 U+1F1FA,flag: Niue,data\emoji_images\U+1F1F3 U+1F1FA.png
U+1F1F3 U+1F1FF,flag: New Zealand,data\emoji_images\U+1F1F3 U+1F1FF.png
U+1F1F4 U+1F1F2,flag: Oman,data\emoji_images\U+1F1F4 U+1F1F2.png
U+1F1F5 U+1F1E6,flag: Panama,data\emoji_images\U+1F1F5 U+1F1E6.png
U+1F1F5 U+1F1EA,flag: Peru,data\emoji_images\U+1F1F5 U+1F1EA.png
U+1F1F5 U+1F1EB,flag: French Polynesia,data\emoji_images\U+1F1F5 U+1F1EB.png
U+1F1F5 U+1F1EC,flag: Papua New Guinea,data\emoji_images\U+1F1F5 U+1F1EC.png
U+1F1F5 U+1F1ED,flag: Philippines,data\emoji_images\U+1F1F5 U+1F1ED.png
U+1F1F5 U+1F1F0,flag: Pakistan,data\emoji_images\U+1F1F5 U+1F1F0.png
U+1F1F5 U+1F1F1,flag: Poland,data\emoji_images\U+1F1F5 U+1F1F1.png
U+1F1F5 U+1F1F2,flag: St. Pierre & Miquelon,data\emoji_images\U+1F1F5 U+1F1F2.png
U+1F1F5 U+1F1F3,flag: Pitcairn Islands,data\emoji_images\U+1F1F5 U+1F1F3.png
U+1F1F5 U+1F1F7,flag: Puerto Rico,data\emoji_images\U+1F1F5 U+1F1F7.png
U+1F1F5 U+1F1F8,flag: Palestinian Territories,data\emoji_images\U+1F1F5 U+1F1F8.png
U+1F1F5 U+1F1F9,flag: Portugal,data\emoji_images\U+1F1F5 U+1F1F9.png
U+1F1F5 U+1F1FC,flag: Palau,data\emoji_images\U+1F1F5 U+1F1FC.png
U+1F1F5 U+1F1FE,flag: Paraguay,data\emoji_images\U+1F1F5 U+1F1FE.png
U+1F1F6 U+1F1E6,flag: Qatar,data\emoji_images\U+1F1F6 U+1F1E6.png
U+1F1F7 U+1F1EA,flag: Réunion,data\emoji_images\U+1F1F7 U+1F1EA.png
U+1F1F7 U+1F1F4,flag: Romania,data\emoji_images\U+1F1F7 U+1F1F4.png
U+1F1F7 U+1F1F8,flag: Serbia,data\emoji_images\U+1F1F7 U+1F1F8.png
U+1F1F7 U+1F1FA,flag: Russia,data\emoji_images\U+1F1F7 U+1F1FA.png
U+1F1F7 U+1F1FC,flag: Rwanda,data\emoji_images\U+1F1F7 U+1F1FC.png
U+1F1F8 U+1F1E6,flag: Saudi Arabia,data\emoji_images\U+1F1F8 U+1F1E6.png
U+1F1F8 U+1F1E7,flag: Solomon Islands,data\emoji_images\U+1F1F8 U+1F1E7.png
U+1F1F8 U+1F1E8,flag: Seychelles,data\emoji_images\U+1F1F8 U+1F1E8.png
U+1F1F8 U+1F1E9,flag: Sudan,data\emoji_images\U+1F1F8 U+1F1E9.png
U+1F1F8 U+1F1EA,flag: Sweden,data\emoji_images\U+1F1F8 U+1F1EA.png
U+1F1F8 U+1F1EC,flag: Singapore,data\emoji_images\U+1F1F8 U+1F1EC.png
U+1F1F8 U+1F1ED,flag: St. Helena,data\emoji_images\U+1F1F8 U+1F1ED.png
U+1F1F8 U+1F1EE,flag: Slovenia,data\emoji_images\U+1F1F8 U+1F1EE.png
U+1F1F8 U+1F1EF,flag: Svalbard & Jan Mayen,data\emoji_images\U+1F1F8 U+1F1EF.png
U+1F1F8 U+1F1F0,flag: Slovakia,data\emoji_images\U+1F1F8 U+1F1F0.png
U+1F1F8 U+1F1F1,flag: Sierra Leone,data\emoji_images\U+1F1F8 U+1F1F1.png
U+1F1F8 U+1F1F2,flag: San Marino,data\emoji_images\U+1F1F8 U+1F1F2.png
U+1F1F8 U+1F1F3,flag: Senegal,data\emoji_images\U+1F1F8 U+1F1F3.png
U+1F1F8 U+1F1F4,flag: Somalia,data\emoji_images\U+1F1F8 U+1F1F4.png
U+1F1F8 U+1F1F7,flag: Suriname,data\emoji_images\U+1F1F8 U+1F1F7.png
U+1F1F8 U+1F1F8,flag: South Sudan,data\emoji_images\U+1F1F8 U+1F1F8.png
U+1F1F8 U+1F1F9,flag: São Tomé & Príncipe,data\emoji_images\U+1F1F8 U+1F1F9.png
U+1F1F8 U+1F1FB,flag: El Salvador,data\emoji_images\U+1F1F8 U+1F1FB.png
U+1F1F8 U+1F1FD,flag: Sint Maarten,data\emoji_images\U+1F1F8 U+1F1FD.png
U+1F1F8 U+1F1FE,flag: Syria,data\emoji_images\U+1F1F8 U+1F1FE.png
U+1F1F8 U+1F1FF,flag: Eswatini,data\emoji_images\U+1F1F8 U+1F1FF.png
U+1F1F9 U+1F1E6,flag: Tristan da Cunha,data\emoji_images\U+1F1F9 U+1F1E6.png
U+1F1F9 U+1F1E8,flag: Turks & Caicos Islands,data\emoji_images\U+1F1F9 U+1F1E8.png
U+1F1F9 U+1F1E9,flag: Chad,data\emoji_images\U+1F1F9 U+1F1E9.png
U+1F1F9 U+1F1EB,flag: French Southern Territories,data\emoji_images\U+1F1F9 U+1F1EB.png
U+1F1F9 U+1F1EC,flag: Togo,data\emoji_images\U+1F1F9 U+1F1EC.png
U+1F1F9 U+1F1ED,flag: Thailand,data\emoji_images\U+1F1F9 U+1F1ED.png
U+1F1F9 U+1F1EF,flag: Tajikistan,data\emoji_images\U+1F1F9 U+1F1EF.png
U+1F1F9 U+1F1F0,flag: Tokelau,data\emoji_images\U+1F1F9 U+1F1F0.png
U+1F1F9 U+1F1F1,flag: Timor-Leste,data\emoji_images\U+1F1F9 U+1F1F1.png
U+1F1F9 U+1F1F2,flag: Turkmenistan,data\emoji_images\U+1F1F9 U+1F1F2.png
U+1F1F9 U+1F1F3,flag: Tunisia,data\emoji_images\U+1F1F9 U+1F1F3.png
U+1F1F9 U+1F1F4,flag: Tonga,data\emoji_images\U+1F1F9 U+1F1F4.png
U+1F1F9 U+1F1F7,flag: Turkey,data\emoji_images\U+1F1F9 U+1F1F7.png
U+1F1F9 U+1F1F9,flag: Trinidad & Tobago,data\emoji_images\U+1F1F9 U+1F1F9.png
U+1F1F9 U+1F1FB,flag: Tuvalu,data\emoji_images\U+1F1F9 U+1F1FB.png
U+1F1F9 U+1F1FC,flag: Taiwan,data\emoji_images\U+1F1F9 U+1F1FC.png
U+1F1F9 U+1F1FF,flag: Tanzania,data\emoji_images\U+1F1F9 U+1F1FF.png
U+1F1FA U+1F1E6,flag: Ukraine,data\emoji_images\U+1F1FA U+1F1E6.png
U+1F1FA U+1F1EC,flag: Uganda,data\emoji_images\U+1F1FA U+1F1EC.png
U+1F1FA U+1F1F2,flag: U.S. Outlying Islands,data\emoji_images\U+1F1FA U+1F1F2.png
U+1F1FA U+1F1F3,flag: United Nations,data\emoji_images\U+1F1FA U+1F1F3.png
U+1F1FA U+1F1F8,flag: United States,data\emoji_images\U+1F1FA U+1F1F8.png
U+1F1FA U+1F1FE,flag: Uruguay,data\emoji_images\U+1F1FA U+1F1FE.png
U+1F1FA U+1F1FF,flag: Uzbekistan,data\emoji_images\U+1F1FA U+1F1FF.png
U+1F1FB U+1F1E6,flag: Vatican City,data\emoji_images\U+1F1FB U+1F1E6.png
U+1F1FB U+1F1E8,flag: St. Vincent & Grenadines,data\emoji_images\U+1F1FB U+1F1E8.png
U+1F1FB U+1F1EA,flag: Venezuela,data\emoji_images\U+1F1FB U+1F1EA.png
U+1F1FB U+1F1EC,flag: British Virgin Islands,data\emoji_images\U+1F1FB U+1F1EC.png
U+1F1FB U+1F1EE,flag: U.S. Virgin Islands,data\emoji_images\U+1F1FB U+1F1EE.png
U+1F1FB U+1F1F3,flag: Vietnam,data\emoji_images\U+1F1FB U+1F1F3.png
U+1F1FB U+1F1FA,flag: Vanuatu,data\emoji_images\U+1F1FB U+1F1FA.png
U+1F1FC U+1F1EB,flag: Wallis & Futuna,data\emoji_images\U+1F1FC U+1F1EB.png
U+1F1FC U+1F1F8,flag: Samoa,data\emoji_images\U+1F1FC U+1F1F8.png
U+1F1FD U+1F1F0,flag: Kosovo,data\emoji_images\U+1F1FD U+1F1F0.png
U+1F1FE U+1F1EA,flag: Yemen,data\emoji_images\U+1F1FE U+1F1EA.png
U+1F1FE U+1F1F9,flag: Mayotte,data\emoji_images\U+1F1FE U+1F1F9.png
U+1F1FF U+1F1E6,flag: South Africa,data\emoji_images\U+1F1FF U+1F1E6.png
U+1F1FF U+1F1F2,flag: Zambia,data\emoji_images\U+1F1FF U+1F1F2.png
U+1F1FF U+1F1FC,flag: Zimbabwe,data\emoji_images\U+1F1FF U+1F1FC.png
U+1F3F4 U+E0067 U+E0062 U+E0065 U+E006E U+E0067 U+E007F,flag: England,data\emoji_images\U+1F3F4 U+E0067 U+E0062 U+E0065 U+E006E U+E0067 U+E007F.png
U+1F3F4 U+E0067 U+E0062 U+E0073 U+E0063 U+E0074 U+E007F,flag: Scotland,data\emoji_images\U+1F3F4 U+E0067 U+E0062 U+E0073 U+E0063 U+E0074 U+E007F.png
U+1F3F4 U+E0067 U+E0062 U+E0077 U+E006C U+E0073 U+E007F,flag: Wales,data\emoji_images\U+1F3F4 U+E0067 U+E0062 U+E0077 U+E006C U+E0073 U+E007F.png
